order_id,customer_id,order_date,channel,category,price,discount,is_returned,days_to_return,return_date
453,164,2024-04-13,Store,Dresses,110.84,10,0,,
454,165,2024-05-22,Online,Shoes,79.48,0,0,,
455,165,2024-07-17,Online,Shoes,170.97,0,0,,
456,165,2024-12-04,Online,Dresses,110.18,20,1,22,2024-12-26
457,166,2024-11-16,Online,Tops,74.09,10,0,,
458,166,2024-02-26,Store,Dresses,141.1,10,0,,
459,166,2024-01-05,Online,Dresses,95.06,0,1,14,2024-01-19
460,166,2024-08-13,Online,Dresses,190.32,20,0,,
461,167,2024-03-18,Online,Dresses,97.13,0,1,4,2024-03-22
462,167,2024-01-06,Online,Tops,180.56,10,0,,
463,168,2024-08-27,Store,Shoes,172.22,0,0,,
464,169,2024-09-28,Online,Tops,199.02,10,1,20,2024-10-18
465,170,2024-11-27,Online,Dresses,184.68,0,0,,
466,170,2024-12-23,Online,Shoes,12.7,10,1,3,2024-12-26
467,171,2024-02-28,Online,Dresses,192.43,0,1,17,2024-03-16
468,171,2024-09-03,Online,Shoes,100.61,10,0,,
469,171,2024-04-03,Online,Accessories,158.46,20,0,,
470,171,2024-08-29,Store,Shoes,124.58,10,0,,
471,171,2024-02-05,Online,Tops,114.88,10,0,,
472,172,2024-08-03,Store,Tops,171.13,10,0,,
473,172,2024-03-31,Online,Accessories,15.54,0,0,,
474,172,2024-05-20,Online,Tops,64.89,0,1,17,2024-06-06
475,172,2024-06-03,Store,Dresses,18.53,10,1,5,2024-06-08
476,172,2024-08-28,Online,Tops,153.31,20,0,,
477,173,2024-12-24,Online,Shoes,128.19,20,0,,
478,174,2024-06-29,Online,Tops,170.98,20,1,21,2024-07-20
479,174,2024-06-02,Store,Tops,15.23,10,0,,
480,174,2024-02-10,Online,Shoes,191.7,0,0,,
481,174,2024-08-24,Online,Tops,120.51,0,0,,
482,174,2024-05-28,Online,Shoes,169.54,0,0,,
483,175,2024-02-09,Online,Shoes,158.27,0,1,27,2024-03-07
484,175,2024-08-29,Online,Dresses,58.51,0,0,,
485,176,2024-11-19,Online,Accessories,106.31,0,1,2,2024-11-21
486,176,2024-10-06,Store,Accessories,73.12,10,0,,
487,176,2024-01-24,Online,Tops,38.8,10,0,,
488,176,2024-06-29,Online,Accessories,186.89,0,0,,
489,177,2024-11-13,Online,Dresses,89.15,0,1,5,2024-11-18
490,177,2024-12-22,Store,Tops,52.96,0,0,,
491,177,2024-11-12,Online,Tops,10.28,10,0,,
492,177,2024-11-27,Online,Accessories,131.72,0,0,,
493,177,2024-12-08,Online,Shoes,71.81,10,0,,
494,178,2024-07-24,Online,Tops,181.37,10,1,27,2024-08-20
495,178,2024-02-08,Online,Shoes,84.71,0,0,,
496,178,2024-08-28,Online,Accessories,113.45,10,0,,
497,179,2024-06-10,Store,Dresses,61.08,10,0,,
498,179,2024-08-01,Online,Tops,190.35,10,1,14,2024-08-15
499,179,2024-05-02,Store,Shoes,158.34,10,0,,
500,180,2024-10-18,Store,Accessories,167.23,10,0,,
501,180,2024-04-05,Online,Shoes,184.99,10,0,,
502,180,2024-06-15,Store,Dresses,62.07,10,1,1,2024-06-16
503,181,2024-03-13,Online,Shoes,136.38,0,1,21,2024-04-03
504,181,2024-12-02,Store,Tops,137.5,0,0,,
505,181,2024-07-10,Online,Accessories,101.68,0,1,16,2024-07-26
506,181,2024-12-17,Store,Shoes,13.05,10,0,,
507,181,2024-03-18,Store,Shoes,170.22,0,0,,
508,182,2024-12-04,Store,Dresses,193.74,0,0,,
509,182,2024-07-11,Online,Tops,173.9,0,0,,
510,182,2024-11-15,Store,Accessories,85.35,0,0,,
511,183,2024-03-29,Online,Tops,128.76,0,1,24,2024-04-22
512,183,2024-01-22,Online,Dresses,23.47,0,0,,
513,184,2024-04-23,Store,Accessories,129.32,0,1,25,2024-05-18
514,184,2024-11-23,Online,Dresses,13.76,0,0,,
515,184,2024-10-09,Online,Shoes,73.47,10,0,,
516,185,2024-04-27,Online,Dresses,64.29,0,0,,
517,185,2024-01-19,Online,Accessories,20.75,0,0,,
518,185,2024-10-15,Online,Shoes,149.36,0,0,,
519,185,2024-08-02,Online,Shoes,124.21,20,0,,
520,185,2024-10-06,Online,Shoes,183.8,0,0,,
521,186,2024-07-20,Online,Shoes,114.08,20,0,,
522,186,2024-06-17,Store,Shoes,120.61,0,0,,
523,186,2024-06-25,Online,Accessories,125.04,0,0,,
524,186,2024-10-17,Online,Tops,114.43,10,1,17,2024-11-03
525,186,2024-06-02,Online,Accessories,42.7,20,1,19,2024-06-21
526,187,2024-02-10,Online,Tops,97.02,0,1,12,2024-02-22
527,187,2024-11-17,Online,Shoes,143.72,0,1,9,2024-11-26
528,187,2024-10-09,Online,Dresses,137.69,0,0,,
529,187,2024-04-09,Online,Shoes,174.56,20,0,,
530,188,2024-09-22,Online,Accessories,149.94,10,0,,
531,188,2024-09-04,Online,Shoes,80.98,0,0,,
532,189,2024-10-27,Online,Dresses,112.98,20,0,,
533,190,2024-03-13,Store,Shoes,150.49,0,0,,
534,190,2024-06-14,Online,Shoes,151.14,0,0,,
535,191,2024-12-06,Store,Tops,173.65,10,0,,
536,191,2024-03-13,Online,Accessories,122.0,10,0,,
537,191,2024-02-10,Online,Tops,48.76,10,0,,
538,191,2024-09-01,Store,Tops,183.19,0,0,,
539,192,2024-12-31,Online,Tops,183.12,0,0,,
540,193,2024-11-13,Online,Accessories,123.01,0,1,19,2024-12-02
541,193,2024-05-17,Store,Accessories,166.37,20,0,,
542,194,2024-06-22,Online,Shoes,151.15,10,0,,
543,194,2024-08-25,Online,Shoes,80.51,20,0,,
544,194,2024-04-16,Online,Dresses,174.39,20,0,,
545,194,2024-02-06,Online,Tops,159.6,0,1,12,2024-02-18
546,194,2024-02-27,Online,Tops,168.39,0,0,,
547,195,2024-09-08,Online,Accessories,22.16,10,0,,
548,195,2024-05-29,Store,Shoes,14.16,0,0,,
549,196,2024-12-28,Online,Tops,49.91,0,0,,
550,196,2024-01-03,Online,Shoes,87.67,20,1,2,2024-01-05
551,196,2024-12-06,Online,Dresses,159.44,20,1,19,2024-12-25
552,196,2024-08-29,Store,Dresses,167.03,0,0,,
553,196,2024-03-09,Online,Tops,57.49,0,1,10,2024-03-19
554,197,2024-10-03,Store,Shoes,167.43,10,0,,
555,198,2024-02-05,Online,Dresses,106.07,20,0,,
556,198,2024-04-06,Online,Dresses,84.62,0,1,25,2024-05-01
557,198,2024-02-04,Online,Dresses,173.18,10,0,,
558,198,2024-03-16,Store,Accessories,88.76,0,0,,
559,198,2024-10-11,Online,Accessories,44.06,10,1,16,2024-10-27
560,199,2024-09-03,Online,Shoes,111.06,10,1,12,2024-09-15
561,199,2024-04-03,Online,Dresses,75.59,0,0,,
562,199,2024-05-01,Online,Tops,120.61,0,0,,
563,199,2024-08-21,Online,Shoes,41.72,0,0,,
564,199,2024-05-06,Online,Accessories,152.38,0,0,,
565,200,2024-05-16,Online,Shoes,175.58,10,0,,
566,200,2024-06-23,Store,Dresses,105.02,0,0,,
567,200,2024-09-02,Online,Dresses,111.18,0,0,,
568,201,2024-09-01,Online,Dresses,93.43,20,0,,
569,202,2024-03-11,Online,Shoes,180.18,0,1,12,2024-03-23
570,203,2024-04-12,Online,Dresses,126.15,10,0,,
571,204,2024-09-09,Online,Dresses,129.4,10,0,,
572,204,2024-05-23,Online,Tops,142.48,10,0,,
573,204,2024-04-02,Store,Tops,48.65,0,0,,
574,205,2024-07-17,Online,Accessories,165.91,0,1,23,2024-08-09
575,206,2024-05-18,Online,Shoes,133.08,0,0,,
576,206,2024-02-17,Online,Tops,176.7,0,0,,
577,206,2024-07-03,Store,Accessories,22.65,10,0,,
578,207,2024-03-22,Online,Dresses,197.95,0,0,,
579,207,2024-08-08,Online,Dresses,94.81,0,0,,
580,207,2024-07-24,Online,Accessories,144.26,0,0,,
581,207,2024-02-29,Store,Shoes,76.49,20,0,,
582,207,2024-08-22,Store,Tops,101.96,0,0,,
583,208,2024-11-12,Online,Tops,22.63,10,0,,
584,208,2024-09-06,Online,Tops,152.83,10,0,,
585,208,2024-11-09,Store,Accessories,137.52,10,0,,
586,208,2024-01-29,Online,Tops,47.05,10,1,23,2024-02-21
587,209,2024-08-02,Online,Dresses,134.29,10,0,,
588,209,2024-09-01,Online,Shoes,68.31,0,1,14,2024-09-15
589,209,2024-09-23,Online,Tops,121.82,0,0,,
590,209,2024-08-24,Online,Shoes,175.04,10,1,9,2024-09-02
591,209,2024-07-25,Online,Shoes,142.27,0,0,,
592,210,2024-10-05,Online,Tops,91.91,0,0,,
593,210,2024-08-26,Online,Accessories,130.91,0,0,,
594,211,2024-06-04,Online,Shoes,51.56,0,0,,
595,211,2024-10-04,Online,Dresses,164.84,10,0,,
596,211,2024-10-05,Store,Tops,26.79,10,1,7,2024-10-12
597,211,2024-07-22,Online,Tops,15.92,0,0,,
598,211,2024-03-10,Online,Tops,56.25,0,1,17,2024-03-27
599,212,2024-06-24,Online,Tops,48.2,0,1,26,2024-07-20
600,212,2024-09-11,Store,Tops,136.69,0,0,,
601,213,2024-06-30,Store,Shoes,28.03,20,0,,
602,213,2024-10-25,Store,Accessories,163.27,10,0,,
603,213,2024-12-30,Online,Accessories,17.67,0,0,,
604,214,2024-10-17,Online,Accessories,171.34,0,0,,
605,215,2024-10-30,Online,Shoes,12.73,10,1,8,2024-11-07
606,215,2024-04-23,Store,Tops,17.4,10,0,,
607,215,2024-08-22,Online,Accessories,128.68,10,1,19,2024-09-10
608,215,2024-05-17,Online,Tops,198.23,10,0,,
609,216,2024-03-14,Online,Dresses,53.49,0,1,24,2024-04-07
610,216,2024-05-18,Store,Accessories,127.52,10,0,,
611,216,2024-02-20,Online,Shoes,133.41,10,0,,
612,217,2024-06-14,Online,Accessories,190.35,10,0,,
613,217,2024-06-03,Online,Shoes,30.91,20,0,,
614,217,2024-05-12,Online,Accessories,142.46,10,0,,
615,217,2024-12-04,Store,Accessories,123.87,0,0,,
616,218,2024-08-01,Online,Dresses,169.1,0,0,,
617,218,2024-04-21,Online,Accessories,142.93,10,0,,
618,218,2024-04-27,Online,Shoes,111.83,0,1,24,2024-05-21
619,218,2024-04-03,Store,Shoes,118.8,0,0,,
620,219,2024-01-26,Store,Tops,77.44,0,1,18,2024-02-13
621,219,2024-01-08,Online,Shoes,26.07,10,0,,
622,219,2024-04-25,Online,Shoes,135.22,0,1,16,2024-05-11
623,219,2024-02-14,Store,Tops,47.36,10,0,,
624,220,2024-06-27,Online,Shoes,141.33,10,0,,
625,221,2024-09-20,Store,Dresses,21.85,0,1,22,2024-10-12
626,222,2024-04-28,Online,Dresses,171.98,20,0,,
627,222,2024-01-11,Store,Accessories,50.05,0,0,,
628,222,2024-10-02,Online,Tops,29.19,0,0,,
629,222,2024-03-24,Store,Shoes,41.54,0,0,,
630,222,2024-08-23,Online,Tops,49.38,10,0,,
631,223,2024-12-15,Online,Shoes,58.73,0,0,,
632,223,2024-05-04,Online,Tops,50.0,10,1,8,2024-05-12
633,223,2024-08-10,Store,Shoes,174.29,0,1,26,2024-09-05
634,223,2024-10-04,Online,Accessories,144.27,10,0,,
635,223,2024-07-08,Online,Shoes,158.31,0,1,8,2024-07-16
636,224,2024-04-21,Online,Accessories,25.63,0,0,,
637,224,2024-11-08,Store,Dresses,89.54,0,0,,
638,224,2024-03-29,Online,Accessories,198.44,10,0,,
639,225,2024-09-27,Online,Accessories,169.62,20,1,25,2024-10-22
640,225,2024-02-09,Online,Accessories,109.32,0,0,,
641,226,2024-11-27,Online,Accessories,135.04,0,0,,
642,227,2024-10-21,Online,Dresses,107.63,20,1,14,2024-11-04
643,227,2024-12-30,Store,Dresses,106.93,10,0,,
644,228,2024-12-11,Store,Shoes,53.67,0,0,,
645,228,2024-10-07,Store,Accessories,36.83,0,1,25,2024-11-01
646,228,2024-08-07,Online,Accessories,51.55,0,0,,
647,228,2024-08-13,Store,Tops,186.15,20,0,,
648,229,2024-01-06,Online,Accessories,188.39,10,0,,
649,230,2024-06-25,Store,Dresses,161.23,0,0,,
650,230,2024-12-10,Online,Accessories,51.46,10,0,,
651,230,2024-01-13,Online,Shoes,160.59,10,0,,
652,230,2024-07-23,Online,Tops,97.08,0,0,,
653,231,2024-02-27,Online,Accessories,17.61,0,0,,
654,232,2024-04-20,Store,Accessories,11.22,10,0,,
655,232,2024-07-07,Online,Shoes,154.48,0,1,21,2024-07-28
656,232,2024-10-12,Store,Tops,81.4,10,0,,
657,233,2024-09-25,Online,Shoes,48.85,0,0,,
658,233,2024-04-25,Online,Tops,106.87,0,0,,
659,234,2024-11-08,Online,Shoes,199.32,10,1,14,2024-11-22
660,234,2024-11-26,Online,Dresses,73.84,0,1,15,2024-12-11
661,234,2024-08-24,Online,Dresses,45.94,20,0,,
662,234,2024-09-24,Online,Tops,47.97,0,0,,
663,235,2024-12-16,Store,Tops,115.73,10,0,,
664,235,2024-02-25,Online,Shoes,70.43,10,0,,
665,235,2024-11-05,Online,Dresses,54.54,0,0,,
666,236,2024-05-28,Store,Accessories,17.88,10,0,,
667,237,2024-09-29,Online,Tops,70.33,10,0,,
668,237,2024-04-28,Online,Tops,150.42,0,1,25,2024-05-23
669,237,2024-10-25,Online,Dresses,11.95,10,0,,
670,238,2024-08-15,Online,Shoes,160.95,0,0,,
671,239,2024-10-10,Online,Shoes,198.42,0,0,,
672,239,2024-07-26,Online,Shoes,21.74,0,1,2,2024-07-28
673,239,2024-07-02,Online,Tops,74.87,0,0,,
674,240,2024-03-07,Online,Shoes,21.42,20,1,14,2024-03-21
675,240,2024-12-25,Online,Accessories,65.91,0,1,20,2025-01-14
676,241,2024-04-22,Online,Tops,174.34,0,0,,
677,241,2024-06-23,Online,Accessories,77.79,10,0,,
678,241,2024-05-11,Online,Accessories,30.34,0,0,,
679,242,2024-06-06,Store,Dresses,91.69,10,0,,
680,242,2024-08-01,Online,Dresses,110.98,0,0,,
681,243,2024-09-06,Online,Accessories,92.43,0,0,,
682,243,2024-03-10,Store,Tops,51.4,0,0,,
683,244,2024-01-18,Online,Accessories,117.65,10,1,22,2024-02-09
684,244,2024-02-09,Online,Dresses,189.11,0,0,,
685,244,2024-07-21,Store,Dresses,28.76,0,0,,
686,245,2024-02-25,Online,Shoes,50.79,0,1,1,2024-02-26
687,245,2024-08-27,Store,Tops,16.16,10,0,,
688,245,2024-04-17,Online,Shoes,160.0,10,0,,
689,245,2024-08-07,Store,Dresses,16.04,10,0,,
690,245,2024-07-02,Online,Accessories,31.98,0,0,,
691,246,2024-10-04,Online,Accessories,119.14,0,0,,
692,247,2024-06-30,Store,Accessories,165.93,0,0,,
693,247,2024-07-26,Online,Accessories,19.84,0,1,1,2024-07-27
694,248,2024-05-24,Store,Tops,101.61,10,0,,
695,248,2024-12-31,Online,Tops,163.6,10,0,,
696,248,2024-10-09,Store,Accessories,67.62,20,0,,
697,248,2024-01-06,Online,Shoes,139.93,0,0,,
698,248,2024-01-26,Store,Shoes,87.47,0,0,,
699,249,2024-05-25,Online,Dresses,145.8,0,0,,
700,249,2024-02-13,Online,Accessories,156.98,0,1,16,2024-02-29
701,250,2024-12-02,Online,Tops,114.63,0,1,8,2024-12-10
702,250,2024-02-13,Store,Dresses,93.25,10,0,,
703,250,2024-02-19,Online,Tops,152.51,0,0,,
704,251,2024-08-26,Online,Tops,39.79,10,0,,
705,251,2024-07-08,Online,Shoes,41.96,10,0,,
706,251,2024-10-13,Online,Tops,105.46,10,0,,
707,251,2024-07-19,Online,Shoes,178.37,20,0,,
708,251,2024-04-12,Online,Dresses,64.28,0,0,,
709,252,2024-07-15,Store,Accessories,148.98,10,0,,
710,252,2024-06-21,Online,Shoes,112.66,10,0,,
711,253,2024-01-04,Store,Shoes,57.72,10,0,,
712,253,2024-04-05,Online,Shoes,118.88,0,1,13,2024-04-18
713,253,2024-11-18,Store,Accessories,195.89,20,0,,
714,253,2024-12-02,Store,Dresses,172.87,10,0,,
715,254,2024-01-22,Online,Shoes,158.83,0,0,,
716,254,2024-09-07,Store,Dresses,124.67,10,0,,
717,254,2024-08-12,Online,Accessories,188.32,0,0,,
718,255,2024-05-04,Online,Accessories,104.41,20,1,25,2024-05-29
719,255,2024-10-07,Online,Dresses,117.43,0,0,,
720,255,2024-03-14,Store,Dresses,141.18,0,0,,
721,256,2024-01-25,Online,Tops,73.77,0,1,14,2024-02-08
722,257,2024-01-11,Store,Shoes,195.19,0,0,,
723,257,2024-03-04,Online,Dresses,89.73,0,0,,
724,257,2024-11-26,Online,Accessories,84.65,0,0,,
725,258,2024-05-23,Online,Tops,69.6,0,0,,
726,258,2024-10-24,Online,Dresses,117.58,0,0,,
727,259,2024-11-10,Online,Accessories,61.58,20,1,8,2024-11-18
728,259,2024-03-03,Online,Tops,87.99,0,1,16,2024-03-19
729,260,2024-10-18,Store,Dresses,27.08,0,0,,
730,260,2024-04-27,Online,Tops,64.59,0,1,2,2024-04-29
731,260,2024-09-26,Store,Dresses,175.42,10,0,,
732,260,2024-10-11,Online,Tops,141.82,0,0,,
733,260,2024-04-15,Online,Dresses,154.43,0,0,,
734,261,2024-10-07,Online,Tops,87.47,0,1,16,2024-10-23
735,261,2024-05-25,Online,Tops,121.12,0,0,,
736,261,2024-02-03,Online,Shoes,195.45,0,0,,
737,261,2024-06-28,Store,Tops,33.2,0,0,,
738,262,2024-08-26,Store,Tops,137.89,10,0,,
739,262,2024-12-03,Online,Accessories,150.21,0,0,,
740,262,2024-11-19,Online,Shoes,15.7,0,0,,
741,262,2024-04-04,Store,Accessories,42.12,0,0,,
742,263,2024-12-06,Store,Accessories,197.18,10,1,11,2024-12-17
743,263,2024-07-05,Online,Shoes,127.57,10,0,,
744,263,2024-12-17,Store,Shoes,14.47,0,0,,
745,264,2024-12-06,Store,Shoes,109.48,0,1,17,2024-12-23
746,265,2024-08-12,Online,Tops,65.87,0,1,25,2024-09-06
747,266,2024-07-17,Online,Tops,107.21,0,1,18,2024-08-04
748,266,2024-10-22,Online,Accessories,170.91,0,0,,
749,267,2024-10-09,Online,Shoes,155.51,0,1,12,2024-10-21
750,267,2024-06-30,Online,Shoes,37.25,0,0,,
751,268,2024-10-24,Online,Dresses,135.62,10,0,,
752,268,2024-10-29,Online,Tops,50.34,0,0,,
753,269,2024-12-28,Online,Tops,74.85,0,0,,
754,269,2024-11-17,Online,Dresses,98.41,0,0,,
755,270,2024-08-13,Store,Accessories,129.96,0,0,,
756,271,2024-06-12,Online,Accessories,130.35,10,0,,
757,271,2024-07-12,Online,Tops,122.48,0,0,,
758,271,2024-12-24,Online,Shoes,113.87,10,0,,
759,271,2024-08-03,Online,Tops,173.97,0,0,,
760,272,2024-06-21,Online,Shoes,159.11,20,0,,
761,272,2024-08-04,Online,Dresses,139.13,20,0,,
762,272,2024-07-13,Online,Dresses,61.67,0,1,27,2024-08-09
763,272,2024-05-28,Online,Shoes,94.05,0,1,21,2024-06-18
764,273,2024-12-02,Online,Shoes,34.2,0,1,18,2024-12-20
765,273,2024-01-15,Online,Dresses,97.53,0,0,,
766,273,2024-09-17,Online,Tops,132.53,0,1,4,2024-09-21
767,273,2024-07-24,Online,Dresses,12.59,0,0,,
768,274,2024-03-23,Online,Shoes,112.66,10,0,,
769,274,2024-09-07,Store,Dresses,107.75,0,0,,
770,274,2024-04-04,Online,Dresses,197.88,0,0,,
771,274,2024-03-12,Online,Tops,36.22,0,0,,
772,275,2024-02-23,Store,Accessories,179.35,0,0,,
773,275,2024-02-27,Online,Dresses,86.51,10,0,,
774,275,2024-11-21,Online,Tops,35.31,10,0,,
775,276,2024-07-15,Online,Tops,118.8,0,0,,
776,276,2024-06-15,Store,Shoes,198.99,0,0,,
777,276,2024-06-19,Online,Tops,155.82,0,1,15,2024-07-04
778,277,2024-12-30,Store,Accessories,52.95,0,0,,
779,277,2024-12-11,Online,Shoes,66.63,0,0,,
780,277,2024-05-16,Online,Accessories,168.16,20,0,,
781,277,2024-07-25,Online,Shoes,19.14,0,0,,
782,277,2024-01-11,Online,Accessories,61.64,0,0,,
783,278,2024-08-17,Online,Tops,180.61,10,0,,
784,278,2024-02-21,Store,Tops,24.18,20,0,,
785,278,2024-11-19,Online,Shoes,156.38,0,0,,
786,278,2024-02-20,Store,Shoes,149.15,20,1,16,2024-03-07
787,279,2024-03-29,Store,Shoes,72.96,10,0,,
788,279,2024-03-15,Store,Accessories,96.29,0,0,,
789,279,2024-08-02,Store,Shoes,121.06,20,1,13,2024-08-15
790,279,2024-01-26,Store,Dresses,74.47,0,0,,
791,279,2024-11-29,Online,Tops,199.57,0,0,,
792,280,2024-04-02,Store,Shoes,177.82,0,1,20,2024-04-22
793,280,2024-04-15,Online,Dresses,93.99,10,0,,
794,280,2024-11-15,Store,Shoes,148.79,0,0,,
795,280,2024-06-17,Online,Dresses,124.34,0,0,,
796,281,2024-11-03,Online,Tops,84.43,0,0,,
797,281,2024-05-11,Online,Shoes,50.83,0,0,,
798,281,2024-06-26,Store,Accessories,32.13,0,0,,
799,282,2024-08-31,Online,Accessories,122.63,0,0,,
800,282,2024-06-04,Online,Tops,116.09,10,1,7,2024-06-11
801,282,2024-01-31,Online,Dresses,109.5,0,0,,
802,282,2024-02-08,Online,Shoes,25.24,0,0,,
803,283,2024-09-24,Store,Shoes,68.32,0,1,6,2024-09-30
804,283,2024-09-09,Online,Shoes,197.67,0,0,,
805,283,2024-03-10,Online,Tops,87.03,0,1,13,2024-03-23
806,283,2024-04-04,Store,Shoes,137.73,0,0,,
807,284,2024-01-12,Store,Accessories,74.95,10,0,,
808,284,2024-11-27,Store,Dresses,117.71,0,0,,
809,284,2024-09-14,Online,Dresses,32.13,0,0,,
810,284,2024-05-14,Store,Tops,152.9,20,0,,
811,284,2024-12-29,Online,Shoes,93.82,0,1,21,2025-01-19
812,285,2024-04-07,Store,Shoes,51.45,20,0,,
813,285,2024-01-25,Online,Dresses,88.69,20,0,,
814,285,2024-06-15,Online,Tops,12.72,0,0,,
815,285,2024-05-29,Online,Accessories,159.67,0,0,,
816,286,2024-11-25,Online,Shoes,25.22,0,1,19,2024-12-14
817,286,2024-12-04,Store,Dresses,83.47,0,0,,
818,286,2024-04-20,Store,Dresses,101.83,0,1,17,2024-05-07
819,287,2024-12-05,Online,Accessories,21.79,0,1,16,2024-12-21
820,287,2024-12-08,Online,Accessories,176.83,0,0,,
821,288,2024-11-22,Online,Shoes,166.24,20,1,10,2024-12-02
822,288,2024-04-22,Online,Dresses,72.77,0,1,5,2024-04-27
823,288,2024-07-18,Online,Dresses,188.02,20,0,,
824,288,2024-07-06,Online,Tops,139.31,0,1,24,2024-07-30
825,288,2024-10-05,Store,Accessories,148.47,0,0,,
826,289,2024-02-12,Online,Shoes,137.75,0,1,4,2024-02-16
827,289,2024-04-01,Online,Accessories,155.53,0,1,20,2024-04-21
828,289,2024-08-07,Online,Shoes,197.82,0,0,,
829,289,2024-01-06,Store,Tops,31.8,0,0,,
830,289,2024-07-15,Online,Shoes,127.33,0,0,,
831,290,2024-10-27,Online,Accessories,158.51,0,0,,
832,290,2024-04-20,Online,Accessories,170.31,0,1,3,2024-04-23
833,291,2024-08-25,Store,Dresses,52.68,0,1,23,2024-09-17
834,291,2024-02-20,Store,Shoes,44.37,10,0,,
835,292,2024-03-16,Store,Tops,149.0,0,0,,
836,292,2024-01-28,Store,Dresses,44.43,20,0,,
837,293,2024-04-07,Online,Tops,114.23,0,0,,
838,293,2024-12-08,Online,Shoes,35.69,10,0,,
839,293,2024-06-21,Online,Tops,148.73,0,1,4,2024-06-25
840,294,2024-08-19,Online,Dresses,49.58,0,0,,
841,294,2024-03-04,Store,Accessories,89.49,0,0,,
842,295,2024-05-25,Online,Dresses,134.62,0,0,,
843,295,2024-12-12,Online,Shoes,23.14,10,0,,
844,295,2024-06-18,Online,Tops,117.14,0,0,,
845,296,2024-09-01,Online,Accessories,47.19,0,0,,
846,297,2024-03-17,Online,Tops,59.65,0,0,,
847,297,2024-01-28,Online,Dresses,70.62,0,0,,
848,297,2024-11-26,Online,Shoes,27.35,0,0,,
849,297,2024-11-17,Store,Accessories,119.03,0,0,,
850,297,2024-01-19,Online,Dresses,78.71,0,0,,
851,298,2024-07-08,Online,Dresses,14.29,10,0,,
852,298,2024-12-10,Online,Dresses,163.93,0,1,18,2024-12-28
853,298,2024-01-16,Online,Dresses,118.7,0,0,,
854,299,2024-12-01,Online,Accessories,83.1,0,1,1,2024-12-02
855,299,2024-02-14,Online,Shoes,22.8,10,0,,
856,300,2024-02-08,Store,Shoes,108.43,0,0,,
857,300,2024-03-28,Online,Dresses,124.92,0,1,26,2024-04-23
858,300,2024-06-16,Online,Dresses,65.77,0,1,3,2024-06-19
859,301,2024-11-03,Store,Dresses,117.27,10,0,,
860,301,2024-09-14,Store,Tops,199.42,10,0,,
861,301,2024-04-04,Online,Accessories,19.35,0,0,,
862,302,2024-04-26,Online,Dresses,36.24,10,0,,
863,303,2024-09-24,Online,Tops,154.03,10,0,,
864,303,2024-05-09,Online,Tops,49.84,20,0,,
865,303,2024-12-06,Store,Shoes,81.05,10,0,,
866,303,2024-08-10,Online,Shoes,72.43,0,1,22,2024-09-01
867,303,2024-05-09,Store,Shoes,119.26,0,0,,
868,304,2024-07-04,Online,Accessories,132.59,10,1,7,2024-07-11
869,304,2024-08-01,Online,Accessories,109.45,20,0,,
870,304,2024-08-03,Store,Accessories,152.74,10,1,7,2024-08-10
871,305,2024-12-23,Online,Shoes,74.46,0,0,,
872,306,2024-03-12,Online,Tops,163.68,10,0,,
873,306,2024-07-09,Store,Accessories,172.87,10,0,,
874,306,2024-01-06,Online,Accessories,172.13,0,0,,
875,307,2024-06-22,Online,Shoes,56.28,0,1,13,2024-07-05
876,308,2024-03-15,Store,Shoes,94.63,0,0,,
877,308,2024-02-23,Online,Shoes,189.28,10,1,9,2024-03-03
878,308,2024-04-21,Online,Accessories,162.62,20,0,,
879,308,2024-06-05,Store,Tops,132.9,10,0,,
880,309,2024-09-02,Online,Accessories,146.32,0,0,,
881,309,2024-08-17,Online,Accessories,41.97,10,0,,
882,309,2024-06-26,Online,Dresses,107.11,10,0,,
883,310,2024-02-17,Store,Tops,187.43,0,0,,
884,310,2024-09-26,Online,Dresses,185.22,0,0,,
885,310,2024-01-24,Online,Shoes,87.48,10,0,,
886,311,2024-09-27,Store,Accessories,61.41,0,0,,
887,311,2024-02-16,Store,Shoes,157.35,0,1,4,2024-02-20
888,311,2024-09-12,Online,Dresses,52.09,0,0,,
889,312,2024-11-29,Online,Shoes,41.82,0,0,,
890,312,2024-07-10,Online,Shoes,21.99,0,0,,
891,312,2024-07-27,Online,Dresses,123.12,0,1,4,2024-07-31
892,312,2024-03-25,Online,Shoes,47.19,10,0,,
893,313,2024-05-07,Online,Dresses,62.61,0,0,,
894,313,2024-05-11,Online,Shoes,151.81,0,0,,
895,314,2024-11-20,Online,Tops,75.55,0,0,,
896,315,2024-07-15,Store,Shoes,10.04,20,0,,
897,316,2024-06-05,Online,Shoes,176.48,10,1,8,2024-06-13
898,316,2024-04-06,Store,Tops,107.35,0,1,17,2024-04-23
899,317,2024-02-28,Online,Tops,54.55,10,0,,
900,317,2024-07-06,Store,Tops,54.2,10,0,,
901,317,2024-02-25,Online,Tops,162.46,0,1,26,2024-03-22
902,318,2024-06-19,Online,Shoes,176.72,10,0,,
903,318,2024-06-30,Online,Shoes,111.64,0,0,,
904,318,2024-03-11,Online,Shoes,116.86,0,1,25,2024-04-05
905,318,2024-07-11,Store,Dresses,172.93,0,0,,
906,318,2024-11-29,Store,Accessories,86.66,0,0,,
907,319,2024-07-16,Online,Tops,23.04,20,0,,
908,319,2024-06-30,Online,Tops,112.14,0,0,,
909,319,2024-11-14,Online,Tops,89.31,0,0,,
